timestamp,datapath_id,flow_id,ip_src,tp_src,ip_dst,tp_dst,ip_proto,icmp_code,icmp_type,flow_duration_sec,flow_duration_nsec,idle_timeout,hard_timeout,flags,packet_count,byte_count,packet_count_per_second,packet_count_per_nsecond,byte_count_per_second,byte_count_per_nsecond,label
1699463191.37357,3,10.0.0.114343710.0.0.1505117,10.0.0.11,43437,10.0.0.1,5051,17,-1,-1,21,339000000,20,100,0,892,1348704,42.476190476190474,2.631268436578171e-06,64224.0,0.003978477876106195,0
1699463191.37357,3,10.0.0.114343710.0.0.550511,10.0.0.11,43437,10.0.0.5,5051,1,0,8,31,418000000,20,100,0,31,3014,1.0,7.416267942583732e-08,97.2258064516129,7.210526315789473e-06,0
1699463191.37357,3,10.0.0.185383010.0.0.150506,10.0.0.18,53830,10.0.0.1,5050,6,0,8,11,179000000,20,100,0,1174255,62668181918,106750.45454545454,0.006560083798882682,5697107447.090909,350.10157496089386,0
1699463191.37357,3,10.0.0.184547610.0.0.1505117,10.0.0.18,45476,10.0.0.1,5051,17,0,8,1,111000000,20,100,0,91,137592,91.0,8.198198198198199e-07,137592.0,0.0012395675675675676,0
1699463191.37357,3,10.0.0.54547610.0.0.1150511,10.0.0.5,45476,10.0.0.11,5051,1,0,0,31,412000000,20,100,0,30,2940,0.967741935483871,7.281553398058252e-08,94.83870967741936,7.135922330097087e-06,0
1699463191.375985,1,10.0.0.18010.0.0.11416626,10.0.0.1,80,10.0.0.11,41662,6,-1,-1,11,218000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.375985,1,10.0.0.18010.0.0.11416766,10.0.0.1,80,10.0.0.11,41676,6,-1,-1,11,208000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.375985,1,10.0.0.1505110.0.0.114343717,10.0.0.1,5051,10.0.0.11,43437,17,-1,-1,11,306000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.375985,1,10.0.0.1505010.0.0.18538306,10.0.0.1,5050,10.0.0.18,53830,6,-1,-1,11,176000000,20,100,0,381332,25167912,34666.545454545456,0.002166659090909091,2287992.0,0.1429995,0
1699463191.375985,1,10.0.0.114166210.0.0.1806,10.0.0.11,41662,10.0.0.1,80,6,-1,-1,11,219000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.375985,1,10.0.0.114167610.0.0.1806,10.0.0.11,41676,10.0.0.1,80,6,-1,-1,11,209000000,20,100,0,0,0,0.0,0.0,0.0,0.0,0
1699463191.375985,1,10.0.0.114343710.0.0.1505117,10.0.0.11,43437,10.0.0.1,5051,17,-1,-1,21,337000000,20,100,0,892,1348704,42.476190476190474,2.6468842729970325e-06,64224.0,0.004002089020771513,0
1699463191.375985,1,10.0.0.185383010.0.0.150506,10.0.0.18,53830,10.0.0.1,5050,6,-1,-1,11,177000000,20,100,0,1174260,62668182248,106750.90909090909,0.006634237288135593,5697107477.090909,354.05752682485877,0
